state,country,gender,ethnicity,studentIDs,originSource,studentType,major,financialAidOfferedAmount,athlete,sport,raleyCollegeTagExists,recruitingTerritory,counselor,counselorIncomingTextCount,counselorOutgoingTextCount,phoneSuccessfulCount,phoneUnsuccessfulCount,phoneVoicemailCount,admittedStudentsDay,bisonDay,bisonDayAtTheWeekend,campusVisit,dallasBisonExclusive,footballVisit,golfVisit,oklahomaCityBisonExclusive,scholarsBisonDay,scholarsMixerAndBanquet,scholarshipInterview,scholarshipInterviewRegistration,softballVisit,trackVisit,tulsaBisonExclusive,volleyballVisit,eventsAttendedCount
CO,TZA,Not Declared,Eth-7,01514041,Jump Forward Athletic Website,Second Degree,Sport Psychology,3696,Y,Dance,N,T05,C8,14,1,4,8,6,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,3
Nandi,PAK,Not Declared,Eth-2,01413807,Falls Creek,First-Time Freshman,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),4456,N,Track & Field (Women's),N,T04,C4,18,18,15,8,19,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,6
AR,ZMB,Not Declared,Not Declared,01445612,GenWhy,Readmit,"Sports and Recreation, Sports and Recreation Management Emphasis",3261,Y,Basketball (Men's),N,Homeschool,C14,8,10,15,12,18,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,6
Bagmati,UZB,M,Eth-5,01456484,Phone Call - Unsuccessful,Readmit,Chemistry,3169,N,Not Declared,N,T01,C5,3,4,10,11,6,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,3
ON,BRA,M,Eth-7,01353226,Campus Visit Attended,Readmit,"Global Marketplace Engagement, TESOL Emphasis",3169,N,Softball,N,T04,C14,6,0,15,8,18,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,2
Nandi,GBR,Not Declared,Eth-6,01554259,Empower Conference,Transfer (24+ Hours),"Christian Ministry, Pastoral Ministry Emphasis",4784,Y,Track & Field (Men's),Y,T00,C4,14,13,14,8,6,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,15
NE,PNG,Not Declared,Eth-3,01512745,New Mexico Annual Convention,Transfer (24+ Hours),"Special Education, Elementary Track",2315,Y,Basketball (Women's),Y,T03,C10,7,17,13,0,4,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,5
Manzini,LSO,Not Declared,Eth-7,01314282,Phone Call - Unsuccessful,First-Time Freshman,"Christian Ministry, Women's Ministry Emphasis",3885,N,Golf,Y,T01,C10,4,13,17,19,6,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,1
Dhaka Division,ITA,M,Eth-1,01545724,College Raptor,First-Time Freshman,"Biology, Forensic Emphasis",3355,N,Soccer,Y,T02,C9,10,1,16,2,6,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,1
Antananarivo,PSE,M,Eth-8,01514908,Clark Higher Ed Prospect,Transfer (24+ Hours),"Biblical and Theological Studies, Practical Theology Emphasis",2720,Y,Basketball (Men's),N,T02,C9,2,5,18,20,15,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,5
Harare,URY,M,Eth-8,01445017,RNL Junior Search,Transfer,"Social Sciences Education, Secondary",3687,N,Track & Field (Women's),Y,T02,C12,14,2,1,10,5,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,10
Littoral,SLV,M,Eth-3,01533236,SAT Score,Test Optional,English,2055,N,Basketball (Men's),N,P01,C4,8,4,2,19,19,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,5
Mpumalanga,SSD,M,Eth-6,01373164,Phone Call - Successful,Transfer (24+ Hours),"Special Education, Early Childhood Track",3885,Y,Football,N,T03,C11,7,16,0,4,20,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,5
Almaty,NLD,Not Declared,Eth-4,01312033,Niche Prospects,Transfer (24+ Hours),Applied Mathematics: Actuarial and Financial Math Emphasis,3355,Y,Not Declared,Y,T02,C11,1,9,19,12,8,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,18
Balochistan,PSE,Not Declared,Eth-2,01346965,Jump Forward Athletic Website,Transfer (24+ Hours),Philosophy,4766,N,Golf,N,T05,C9,15,10,15,3,7,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,3
Dubai,SSD,Not Declared,Eth-2,01350133,Inquiry Form,First-Time Freshman,"Exercise Science, Pre-Allied Health Emphasis",3188,N,Basketball (Women's),N,T05,C2,6,18,1,11,9,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,2
Prague,ESP,M,Eth-3,01320315,Phone Call - Voicemail,Transfer,"Global Marketplace Engagement, Business Emphasis",4002,Y,Track & Field (Men's),Y,T04,C4,10,8,0,9,5,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,11
Nandi,TJK,Not Declared,Eth-4,01377302,Website Inquiry,Test Optional,Physics,2697,N,Basketball (Women's),N,Graduate,C11,3,13,9,14,5,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,5
Famagusta,CMR,M,Eth-7,01500549,Paper Application,Test Optional,"Psychology, Pre-Counseling",3860,Y,Volleyball,N,Graduate,C2,9,11,2,10,4,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,2
Baringo,ETH,M,Eth-1,01458302,Clark Higher Ed Leads,First-Time Freshman,Creative Writing,3687,N,Marching Band,Y,Graduate,C6,12,8,15,4,10,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,13
NJ,ZMB,M,Eth-2,01480985,Southern Baptist Convention,Second Degree,Physics,2142,N,Dance,N,Raley College,C2,10,18,9,17,3,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,5
Imo,MMR,Not Declared,Eth-9,01364083,Inquiry Card,Readmit,"Piano Performance, Pedagogy Emphasis",2816,Y,STUNT,Y,T02,C14,4,0,4,15,7,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,13
Manicaland,TZA,M,Eth-7,01347542,Encoura,Second Degree,MBA in Transformational Leadership,3794,Y,Basketball (Women's),N,P01,C6,7,17,19,2,11,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,9
AL,VEN,M,Eth-8,01433804,RNL Sophomore Search,Readmit,Project Management,4433,Y,Golf,N,T02,C7,10,18,2,19,20,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,17
NV,TGO,M,Eth-4,01424585,Online Application,Readmit,Finance,3418,Y,Soccer,Y,T02,C8,20,1,8,13,18,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,15
Bolivar,GBR,Not Declared,Eth-3,01530039,Phone Call - Unsuccessful,Readmit,Art,4978,N,STUNT,N,T07,C13,2,13,20,11,19,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,1
Punjab,PSE,Not Declared,Eth-4,01394898,GTCF Matchmaker,Test Optional,Management,4522,N,STUNT,Y,T01,C9,9,11,18,16,19,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,0
Sindh,MDG,M,Eth-2,01401252,Jump Forward Athletic Website,Transfer,"Music Education, Instrumental Certificate P-12",4766,N,Soccer,N,P02,C10,3,3,3,16,8,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,5
ANAMBRA,JAM,Not Declared,Eth-6,01409565,Night on the Hill Reservation,Transfer (24+ Hours),Interdisciplinary,2556,Y,Softball,Y,P02,C2,9,6,9,16,8,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,13
Federal Capital Territory,HND,M,Eth-8,01549218,Bison Day Attended,Transfer (24+ Hours),"Global Marketplace Engagement, TESOL Emphasis",2946,N,Golf,Y,T06,C13,8,13,3,19,1,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,3
Khyber Pakhtunkhwa,NLD,Not Declared,Eth-8,01527790,CLT Score,Transfer,Interdisciplinary,3052,Y,STUNT,Y,Graduate,C10,11,15,18,8,12,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,2
North Kivu,DEU,M,Eth-3,01407806,Phone Call - Unsuccessful,Readmit,"Spanish Education, P-12",2826,Y,Soccer,N,Raley College,C12,6,0,16,10,6,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,19
Bagmati,ZMB,M,Not Declared,01546435,NRCCUA Declared Names,Readmit,Interdisciplinary,3169,N,Dance,Y,T07,C6,3,13,19,11,7,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,6
NJ,KEN,M,Eth-6,01446702,ACT Tape Load,Readmit,Corporate Innovation,3890,Y,Dance,N,P02,C7,0,14,19,19,19,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,3
AR,MMR,Not Declared,Eth-7,01452540,Online Application,Readmit,"Psychology, Pre-Counseling",2501,Y,Not Declared,N,Raley College,C9,11,10,15,2,6,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,13
Tangier-Tetouan,BDI,M,Eth-9,01547556,Christian Connector,Readmit,Psychology,3755,N,Not Declared,N,Graduate,C13,4,4,17,2,12,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,6
DE,MWI,Not Declared,Not Declared,01519821,Capture Higher Ed,Test Optional,MBA in Transformational Leadership,2720,N,Softball,N,Graduate,C10,6,17,20,16,2,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,6
Purwanchal,BRA,Not Declared,Eth-3,01566317,High School Visit,Transfer,Christian Ministry,2946,N,Not Declared,Y,P01,C5,1,3,4,18,14,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,5
Maritime,FRA,Not Declared,Not Declared,01556542,Clark Higher Ed Paid Social,Transfer (24+ Hours),"Christian Ministry, Student and Family Ministry Emphasis",3895,N,Basketball (Women's),N,T06,C6,18,17,18,17,20,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,16
VT,NLD,M,Not Declared,01536890,Website Inquiry,First-Time Freshman,"Global Marketplace Engagement, Global Education Emphasis",3762,Y,Marching Band,Y,T02,C2,4,20,4,20,18,N,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,2
Namangan,IRN,M,Eth-5,01530728,StriveScan - Connections,Test Optional,Natural Science,4784,Y,STUNT,Y,P01,C2,4,3,1,2,10,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,7
Minas Gerais,PNG,M,Eth-8,01561979,Night on the Hill Reservation,Transfer (24+ Hours),Political Science,4907,N,STUNT,Y,T06,C10,10,15,8,13,3,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,16
Chittagong Division,BWA,Not Declared,Eth-8,01521697,Super Summer,Second Degree,Biblical and Theological Studies,3783,N,Basketball (Women's),N,Raley College,C10,17,19,6,11,11,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,6
Bihar,NPL,Not Declared,Eth-6,01580193,Bison Day Registration,Transfer (24+ Hours),"Global Marketplace Engagement, Graphic Design Emphasis",4528,N,Softball,Y,T00,C10,13,13,1,18,20,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,13
NC,UZB,M,Eth-2,01481116,Clark Higher Ed Paid Social,Readmit,"Journalism and Mass Communication, Journalism Emphasis",4958,Y,STUNT,Y,T07,C11,8,17,15,14,2,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,19
Eastern Cape,DEU,Not Declared,Eth-7,01321611,Website Inquiry,Test Optional,Physics,3413,Y,Not Declared,Y,T06,C11,4,6,1,15,3,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,4
Khyber Pakhtunkhwa,CHE,M,Eth-5,01572927,Christian Connector Web Response,Transfer,Chemistry,3862,N,Dance,N,Graduate,C2,5,18,8,16,7,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,13
Ulaanbaatar,SEN,M,Eth-1,01326177,Bison Day Attended,Transfer (24+ Hours),Art,4807,Y,Not Declared,N,P01,C13,7,2,8,2,20,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,5
Francisco Morazan,LKA,M,Eth-2,01523672,Christian Connector Web Response,Transfer (24+ Hours),Sport Psychology,4784,Y,Basketball (Men's),Y,T02,C12,9,0,13,1,15,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,9
KwaZulu-Natal,IND,M,Eth-8,01372361,Niche Inquiries,Test Optional,Applied Mathematics: Actuarial and Financial Math Emphasis,3749,N,Track & Field (Men's),Y,Graduate,C5,4,15,0,4,2,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,11
Centre,BRA,M,Eth-2,01581368,Clark Higher Ed Paid Social,Test Optional,"Sports and Recreation, Athletic Coaching Emphasis",4807,N,Soccer,N,T07,C4,18,19,10,14,7,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,12
Mpumalanga,CZE,M,Eth-5,01502806,Private Colleges & Universities,Second Degree,Musical Arts,2260,N,STUNT,Y,T01,C9,15,16,0,18,15,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,3
East Kazakhstan,VNM,M,Eth-2,01398968,Oklahoma Promise,First-Time Freshman,Biology,3755,Y,Basketball (Men's),Y,Graduate,C12,4,14,15,5,20,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,16
GREATER ACCRA,ARE,M,Eth-2,01412520,RNL Sophomore Search,Transfer,Not Declared,2355,N,Track & Field (Women's),Y,T01,C10,7,10,4,10,11,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,8
Oyo State,MEX,M,Eth-7,01503015,CLT Score,Test Optional,Project Management,4528,Y,Volleyball,N,T07,C3,12,2,18,6,1,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,10
Purwanchal,UZB,Not Declared,Not Declared,01563716,Night on the Hill Reservation,Transfer,"Exercise Science, Human Performance Emphasis",4905,Y,Track & Field (Women's),N,T00,C9,2,3,1,15,20,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,17
AP,CHL,M,Eth-9,01319707,Not Declared,Transfer (24+ Hours),Computer Science,3530,Y,Football,Y,P01,C7,4,18,15,15,6,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,13
West Bengal,SLV,Not Declared,Eth-1,01313750,Encoura,First-Time Freshman,Psychology,4456,Y,STUNT,N,T00,C4,13,3,14,11,1,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,16
BC,CZE,Not Declared,Eth-4,01368943,Website Inquiry,Transfer (24+ Hours),"Global Marketplace Engagement, TESOL Emphasis",2069,N,Basketball (Men's),N,P01,C8,14,16,12,11,15,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,19
NH,ROU,Not Declared,Eth-7,01581310,FAFSA,Transfer (24+ Hours),"Biblical and Theological Studies, History and Theology Emphasis",3935,Y,Soccer,Y,T06,C13,12,14,3,8,17,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,11
Limpopo,MWI,M,Eth-4,01301800,CLT Application,Transfer,"Sports and Recreation, Sports Ministry Emphasis",3547,Y,Marching Band,Y,P02,C5,0,2,4,6,20,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,1
AZ,ZAF,Not Declared,Not Declared,01441273,Transcript Received,Test Optional,"Spanish Education, P-12",2355,Y,Basketball (Men's),Y,T02,C8,11,2,3,13,15,N,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,1
SOUTHWEST REGION,TJK,Not Declared,Eth-1,01547902,High School Visit,Second Degree,Middle School Education,4807,Y,Volleyball,N,T06,C6,4,3,11,14,6,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,18
Dubai,ARG,M,Eth-2,01372582,Encoura Affinity Connection,First-Time Freshman,"Computer Science, Interdisciplinary Emphasis",3169,N,Softball,Y,T05,C8,2,3,3,9,14,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,19
FERGANA,BRB,Not Declared,Eth-3,01472843,NRCCUA Declared Names,Second Degree,"Sports and Recreation, Athletic Coaching Emphasis",3794,Y,Soccer,N,T02,C6,0,7,14,4,6,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,17
Oshana,MAR,M,Eth-2,01469385,Super Summer,Readmit,"Exercise Science, Pre-Allied Health Emphasis",3369,N,Volleyball,N,P01,C14,7,19,18,19,2,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,12
Fars,NAM,Not Declared,Eth-4,01407773,Inquiry Form,Transfer,"Music Education, Instrumental Certificate P-12",4255,Y,Basketball (Men's),N,Graduate,C6,12,14,14,4,14,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,17
Tashkent,NPL,Not Declared,Eth-4,01587171,RNL Sophomore Search,Transfer (24+ Hours),Applied Mathematics: Actuarial and Financial Math Emphasis,3413,N,Track & Field (Men's),Y,T03,C4,11,5,17,20,20,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,13
Sudur Pashchimanchal,PSE,Not Declared,Eth-4,01510562,Super Summer,Test Optional,Family Therapy,3895,Y,Football,N,T01,C2,10,4,9,19,6,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,8
ON,BHS,M,Not Declared,01492195,NRCCUA Declared Names,Test Optional,Business Administration,3692,N,Not Declared,N,Raley College,C10,10,3,16,12,7,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,13
Eastern Cape,MNG,M,Eth-8,01425765,Phone Call - Successful,First-Time Freshman,Christian Studies,4905,Y,Basketball (Women's),Y,Homeschool,C11,11,4,0,19,12,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,13
FERGANA,IND,M,Eth-8,01527134,CollegExpress,Transfer,"Art Education, P-12",3619,N,Volleyball,N,T00,C13,0,2,20,11,2,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,13
Addis Ababa,DEU,M,Eth-2,01570517,Campus Visit Registration,Readmit,Computer Science,3895,Y,Not Declared,Y,P02,C14,2,13,8,15,12,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,7
North Rhine-Westphalia,TJK,Not Declared,Eth-4,01558927,Southern Baptist Convention,First-Time Freshman,Cross-Cultural Ministry,3169,N,Soccer,N,T01,C5,16,1,7,17,10,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,14
Tangier-Tetouan,LBR,Not Declared,Eth-2,01428108,FAFSA,Transfer (24+ Hours),Chemistry,2734,Y,Golf,N,Homeschool,C6,13,1,15,19,11,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,6
Qashqadaryo,GHA,M,Eth-5,01466486,CLT Prospect,Test Optional,"Special Education, Elementary Track",3413,N,Track & Field (Men's),Y,T01,C12,7,8,6,20,5,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,8
DC,HND,M,Eth-5,01478213,Not Declared,Transfer,"Sports and Recreation, Athletic Coaching Emphasis",2816,Y,Basketball (Men's),Y,Graduate,C10,3,2,11,2,9,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,N,14
Istanbul,OMN,M,Eth-2,01408479,Bison Day Attended,Test Optional,"Mathematics Education, Secondary",4799,N,Soccer,Y,P02,C8,8,17,7,6,14,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,15
Namangan,KAZ,Not Declared,Eth-9,01504580,Night on the Hill Reservation,Transfer (24+ Hours),Vocal Performance,3106,Y,Soccer,N,T01,C7,3,11,0,20,20,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,5
Cross River,ZWE,Not Declared,Eth-5,01448717,RNL Sophomore Search,Test Optional,Master of Arts in Christian Studies: Biblical and Theological Studies (In-Person),4049,Y,Softball,N,Graduate,C14,20,14,11,11,5,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,19
Chittagong Division,MEX,M,Eth-7,01445322,Not Declared,First-Time Freshman,"Biblical and Theological Studies, Biblical Language Emphasis",4905,N,Golf,N,T01,C6,7,3,9,13,20,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,11
Abia,UGA,Not Declared,Eth-6,01478127,Niche Prospects,Transfer (24+ Hours),Cross-Cultural Ministry,3930,N,Not Declared,Y,P01,C5,7,18,9,6,17,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,5
UT,KAZ,Not Declared,Eth-2,01409674,Capture Higher Ed,First-Time Freshman,"Christian Ministry, Pastoral Ministry Emphasis",4264,N,Track & Field (Women's),Y,P02,C8,10,19,20,16,7,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,14
Francisco Morazan,CHL,M,Eth-8,01392558,Falls Creek,First-Time Freshman,Engineering - Electrical Engineering,2260,N,Softball,Y,Homeschool,C4,7,18,8,11,1,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,4
FERGANA,GBR,Not Declared,Eth-4,01465656,Inquiry Card,Readmit,Interdisciplinary,3783,N,Track & Field (Men's),N,T05,C3,11,15,15,1,15,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,18
Bolivar,MNG,Not Declared,Eth-7,01452802,Encoura Affinity Connection,Readmit,"Global Marketplace Engagement, Graphic Design Emphasis",3749,N,Dance,Y,T03,C4,4,18,2,2,0,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,16
Oyo,BRA,Not Declared,Eth-4,01457073,Encoura Affinity Connection,Test Optional,Elementary Education,4784,Y,Golf,Y,T01,C11,7,10,3,19,20,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,10
SANCTI SPIRITUS,LBR,M,Eth-4,01364512,Not Declared,Transfer,"Global Marketplace Engagement, Global Education Emphasis",4978,N,Track & Field (Women's),N,T03,C7,14,10,16,8,9,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,13
North Kivu,RWA,M,Eth-4,01587540,Clark Higher Ed Quick App,Transfer,Engineering - Systems Engineering,2734,N,Volleyball,N,Graduate,C5,7,15,20,2,8,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,16
Prague,WSM,Not Declared,Eth-5,01444776,CollegExpress,Transfer (24+ Hours),"Special Education, Elementary Track",4054,N,Soccer,Y,T05,C3,13,14,0,4,5,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,1
Tashkent,SWZ,M,Eth-5,01304088,Christian Connector Web Response,Readmit,Interdisciplinary Studies,4456,N,Volleyball,Y,T03,C10,11,11,14,5,7,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,7
AK,NLD,Not Declared,Eth-6,01492669,Encoura,Test Optional,Middle School Education,4925,N,Soccer,N,Graduate,C13,3,0,17,0,20,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,13
Balochistan,VEN,M,Eth-1,01440848,Bison Day Registration,First-Time Freshman,"Global Marketplace Engagement, Political Science Emphasis",4907,Y,Volleyball,Y,Raley College,C8,8,18,8,3,12,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,7
Gaza,CMR,M,Eth-7,01429154,SAT Score,Transfer (24+ Hours),Software Engineering,4807,N,Golf,Y,T07,C12,5,13,10,11,12,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,9
IA,UGA,Not Declared,Eth-5,01549600,Not Declared,Transfer (24+ Hours),"Global Marketplace Engagement, TESOL Emphasis",4049,N,Football,N,T06,C13,18,15,7,2,18,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,8
ADDIS ABABA,CHL,Not Declared,Not Declared,01444607,Inquiry Card,Second Degree,"Christian Ministry, Student and Family Ministry Emphasis",4522,N,Golf,Y,T00,C14,0,11,8,17,7,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,11
Famagusta,UZB,Not Declared,Not Declared,01578593,Bison Day Registration,Transfer,Philosophy,3188,Y,STUNT,Y,T06,C10,2,16,9,16,16,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,5
SANCTI SPIRITUS,WSM,Not Declared,Eth-9,01352529,College Fair Contact,Transfer (24+ Hours),"Art Education, P-12",3687,Y,Softball,Y,Raley College,C2,9,17,9,12,11,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,1
Uttar Pradesh,VEN,Not Declared,Eth-6,01446269,Encoura Affinity Connection,First-Time Freshman,"Sports and Recreation, Athletic Coaching Emphasis",2895,N,Marching Band,Y,Homeschool,C11,16,11,3,2,14,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,16
CENTRAL REGION,BHS,M,Eth-4,01555567,Clark Higher Ed Search,Test Optional,"Spanish Education, P-12",3036,N,Softball,N,Homeschool,C14,16,15,17,13,5,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,11
Samarqand,GHA,Not Declared,Eth-2,01514064,Text Message - Outgoing,Second Degree,"Exercise Science, Pre-Allied Health Emphasis",4002,Y,Track & Field (Men's),N,Raley College,C5,13,5,18,20,15,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,13
Dubai,ITA,Not Declared,Eth-4,01391066,Graduate Website Inquiry,Test Optional,"Piano Performance, Pedagogy Emphasis",4958,Y,STUNT,Y,T07,C7,20,6,19,19,11,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,16
AP,DEU,Not Declared,Eth-5,01437394,Referral - OBU Faculty Member,First-Time Freshman,"English Education, Secondary",2697,N,Golf,Y,T04,C4,0,18,11,18,0,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,13
BONO EAST,TUR,M,Eth-7,01337811,Inquiry Card,Transfer (24+ Hours),Psychology,2116,Y,Volleyball,N,Homeschool,C6,2,0,1,11,18,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,9
Oyo,ZWE,Not Declared,Eth-8,01314631,Graduate Website Inquiry,Transfer (24+ Hours),Christian Ministry,3948,N,STUNT,Y,T07,C4,2,1,16,11,18,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,11
Cross River,WSM,M,Eth-4,01450435,College Raptor,Transfer,Natural Science,3230,Y,Track & Field (Men's),N,T00,C11,11,10,2,16,2,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,19
SANCTI SPIRITUS,CMR,M,Eth-5,01411336,Inquiry Card,Test Optional,"Biblical and Theological Studies, History and Theology Emphasis",3036,N,STUNT,Y,T07,C13,18,17,17,8,16,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,17
